2015-05-22 11:42:08 147.251.236.219 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /clear/VB035/1 
2015-05-22 11:42:23 147.251.236.219 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/VB035/1/2310/3 
2015-05-25 19:01:55 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:56 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:56 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:56 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:56 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:57 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:57 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:57 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:57 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:57 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:58 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:58 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:58 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:58 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:59 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:59 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:59 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:59 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:59 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:01:59 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:00 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:00 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:00 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:00 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:00 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:01 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:01 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:01 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:01 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:02 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:02 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:02 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:02 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:02 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:03 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:03 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/0 	 OK 
2015-05-25 19:02:07 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/2/10/1 	 BAD 
2015-05-25 19:02:07 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /question/PB071/1 	 
2015-05-25 19:02:07 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:07 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:08 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:08 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:08 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:08 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:08 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:09 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:09 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:09 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:09 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:09 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:10 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:10 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:10 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:10 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:10 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:11 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:11 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:11 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:11 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:11 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:12 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:12 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:12 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:12 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:13 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:13 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:13 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:13 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:13 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:13 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:14 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:14 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:14 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:14 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:14 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:14 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:15 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:15 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:15 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:15 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:15 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:15 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:16 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:16 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:16 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:16 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:16 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:17 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:17 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:17 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:17 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:18 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:18 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/0 	 OK 
2015-05-25 19:02:18 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:18 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:18 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:19 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:19 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:19 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:19 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:19 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:20 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:20 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:20 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:20 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:20 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:21 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:21 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:21 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:21 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:21 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:22 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:22 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:22 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:22 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:22 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:22 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:23 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:23 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:23 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:23 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:23 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:23 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:24 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:24 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:24 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:24 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:24 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:25 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:25 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:25 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:25 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:26 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:26 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:26 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:28 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:29 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:29 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
2015-05-25 19:02:29 147.251.224.192 	 Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 	 /validate/PB071/1/10/1 	 BAD 
